image_id,sector_label,lat,lon
region_A_IMG_5388.jpg,0,31.26165833,34.80434444
region_A_IMG_5389.jpg,0,31.26165833,34.80434444
region_A_IMG_5390.jpg,0,31.26166667,34.80434722
region_A_IMG_5391.jpg,0,31.26166667,34.80434722
region_A_IMG_5392.jpg,0,31.26166667,34.80435278
region_A_IMG_5393.jpg,0,31.26167222,34.80434444
region_A_IMG_5394.jpg,0,31.26166667,34.80434722
region_A_IMG_5395.jpg,0,31.26166389,34.80434444
region_A_IMG_5396.jpg,0,31.26167222,34.80434167
region_A_IMG_5397.jpg,0,31.26171389,34.80436389
region_A_IMG_5398.jpg,0,31.26171389,34.80436389
region_A_IMG_5399.jpg,0,31.26178889,34.80443056
region_A_IMG_5400.jpg,0,31.2618,34.80442778
region_A_IMG_5401.jpg,0,31.26184167,34.80439444
region_A_IMG_5402.jpg,0,31.26184167,34.80438889
region_A_IMG_5403.jpg,0,31.26184167,34.80439444
region_A_IMG_5404.jpg,0,31.26183889,34.80439722
region_A_IMG_5405.jpg,0,31.26183611,34.80439444
region_A_IMG_5406.jpg,0,31.26183611,34.80438611
region_A_IMG_5407.jpg,0,31.26183611,34.80438611
region_A_IMG_5408.jpg,0,31.26183611,34.80438611
region_A_IMG_5409.jpg,0,31.26183056,34.80438333
region_A_IMG_5410.jpg,0,31.26196667,34.80438333
region_A_IMG_5411.jpg,0,31.26196111,34.80438333
region_A_IMG_5412.jpg,0,31.26195833,34.80438611
region_A_IMG_5413.jpg,0,31.26196111,34.80438611
region_A_IMG_5414.jpg,0,31.26196111,34.80438333
region_A_IMG_5415.jpg,0,31.26195833,34.80438333
region_A_IMG_5416.jpg,0,31.26195833,34.80438333
region_A_IMG_5417.jpg,0,31.26195833,34.80437778
region_A_IMG_5419.jpg,0,31.26202778,34.80430556
region_A_IMG_5420.jpg,0,31.26209722,34.80433611
region_A_IMG_5421.jpg,0,31.26209722,34.80433611
region_A_IMG_5422.jpg,0,31.2621,34.80433611
region_A_IMG_5423.jpg,0,31.26209167,34.80437222
region_A_IMG_5424.jpg,0,31.26208333,34.80437778
region_A_IMG_5425.jpg,0,31.26209167,34.80437778
region_A_IMG_5426.jpg,0,31.26206944,34.80438333
region_A_IMG_5427.jpg,0,31.26206667,34.80438333
region_A_IMG_5428.jpg,0,31.26206667,34.804375
region_A_IMG_5429.jpg,0,31.26206667,34.804375
region_A_IMG_5430.jpg,0,31.26206667,34.804375
region_A_IMG_5431.jpg,0,31.26206667,34.804375
region_A_IMG_5432.jpg,0,31.262075,34.80436667
region_A_IMG_5433.jpg,0,31.26206944,34.80438889
region_A_IMG_5434.jpg,0,31.26225556,34.804325
region_A_IMG_5435.jpg,0,31.26226389,34.80432222
region_A_IMG_5436.jpg,0,31.26226389,34.804325
region_A_IMG_5437.jpg,0,31.26228333,34.80435278
region_A_IMG_5438.jpg,0,31.26228611,34.80438611
region_A_IMG_5439.jpg,0,31.26228611,34.80440278
region_A_IMG_5440.jpg,0,31.26229722,34.80441944
region_A_IMG_5441.jpg,0,31.26231111,34.80442778
region_A_IMG_5442.jpg,0,31.26232778,34.80440556
region_A_IMG_5443.jpg,0,31.26231111,34.80440556
region_A_IMG_5444.jpg,0,31.26230833,34.80441389
region_A_IMG_5445.jpg,0,31.26231944,34.80441944
region_A_IMG_5446.jpg,0,31.26235833,34.80429722
region_A_IMG_5447.jpg,0,31.26235556,34.80431389
region_A_IMG_5448.jpg,0,31.26235278,34.80432222
region_A_IMG_5449.jpg,0,31.26234167,34.80431667
region_A_IMG_5450.jpg,0,31.26234444,34.80431389
region_A_IMG_5451.jpg,0,31.26234722,34.804325
region_A_IMG_5452.jpg,0,31.26234167,34.80432778
region_A_IMG_5453.jpg,0,31.26233889,34.80432778
region_A_IMG_5454.jpg,0,31.26234722,34.80431667
region_A_IMG_5455.jpg,0,31.26235556,34.80432778
region_A_IMG_5456.jpg,0,31.26235,34.80433611
region_A_IMG_5457.jpg,0,31.26234167,34.80432778
region_A_IMG_5458.jpg,0,31.26233611,34.804325
region_A_IMG_5459.jpg,0,31.26233889,34.804325
region_A_IMG_5460.jpg,0,31.26228611,34.80432778
region_A_IMG_5461.jpg,0,31.26214167,34.804275
region_A_IMG_5462.jpg,0,31.26214167,34.804275
region_A_IMG_5463.jpg,0,31.26214167,34.804275
region_A_IMG_5464.jpg,0,31.26214167,34.804275
region_A_IMG_5465.jpg,0,31.26214167,34.80430278
region_A_IMG_5466.jpg,0,31.26213889,34.80429444
region_A_IMG_5467.jpg,0,31.26214167,34.80429167
region_A_IMG_5468.jpg,0,31.26214167,34.80429444
region_A_IMG_5469.jpg,0,31.26213889,34.80430556
region_A_IMG_5470.jpg,0,31.26214167,34.80430278
region_A_IMG_5471.jpg,0,31.26213889,34.80429444
region_A_IMG_5472.jpg,0,31.26214722,34.80428056
region_A_IMG_5473.jpg,0,31.26201389,34.80428611
region_A_IMG_5474.jpg,0,31.26201389,34.80428611
region_A_IMG_5475.jpg,0,31.26201667,34.804275
region_A_IMG_5476.jpg,0,31.26198333,34.80430278
region_A_IMG_5477.jpg,0,31.26200556,34.80428333
region_A_IMG_5478.jpg,0,31.26201389,34.80429444
region_A_IMG_5479.jpg,0,31.26201944,34.80429722
region_A_IMG_5480.jpg,0,31.26201111,34.80429444
region_A_IMG_5481.jpg,0,31.26200556,34.80429722
region_A_IMG_5482.jpg,0,31.26201111,34.80429167
region_A_IMG_5483.jpg,0,31.26200556,34.80429722
region_A_IMG_5484.jpg,0,31.26201111,34.80428611
region_A_IMG_5485.jpg,0,31.26183889,34.80428611
region_A_IMG_5486.jpg,0,31.26183889,34.80428611
region_A_IMG_5487.jpg,0,31.2618,34.80429444
region_A_IMG_5488.jpg,0,31.26184167,34.80429722
region_A_IMG_5489.jpg,0,31.261825,34.80430556
region_A_IMG_5490.jpg,0,31.26184167,34.80430278
region_A_IMG_5491.jpg,0,31.26184167,34.80430278
region_A_IMG_5492.jpg,0,31.26184167,34.80430278
region_A_IMG_5493.jpg,0,31.26184167,34.80429722
region_A_IMG_5494.jpg,0,31.26183889,34.80429722
region_A_IMG_5495.jpg,0,31.26183611,34.80429167
region_A_IMG_5496.jpg,0,31.26183611,34.80429167
region_A_IMG_5497.jpg,0,31.2618,34.80411667
region_A_IMG_5498.jpg,0,31.26179167,34.80411111
region_A_IMG_5499.jpg,0,31.26179444,34.80411944
region_A_IMG_5500.jpg,0,31.26179722,34.80412778
region_A_IMG_5501.jpg,0,31.2618,34.80412778
region_A_IMG_5502.jpg,0,31.26180556,34.80413333
region_A_IMG_5503.jpg,0,31.26181111,34.80413056
region_A_IMG_5504.jpg,0,31.26180278,34.80412778
region_A_IMG_5505.jpg,0,31.2618,34.80412778
region_A_IMG_5506.jpg,0,31.26180556,34.80413056
region_A_IMG_5507.jpg,0,31.26186944,34.804225
region_A_IMG_5508.jpg,0,31.26183611,34.80423611
region_A_IMG_5509.jpg,0,31.26183611,34.80423611
region_A_IMG_5510.jpg,0,31.2618,34.80393889
region_A_IMG_5511.jpg,0,31.26181111,34.80394444
region_A_IMG_5512.jpg,0,31.26181667,34.80394722
region_A_IMG_5513.jpg,0,31.26183056,34.80395556
region_A_IMG_5514.jpg,0,31.26183056,34.80395556
region_A_IMG_5515.jpg,0,31.26182222,34.80395556
region_A_IMG_5516.jpg,0,31.26181667,34.80396944
region_A_IMG_5517.jpg,0,31.26181111,34.803975
region_A_IMG_5518.jpg,0,31.26186667,34.80393333
region_A_IMG_5519.jpg,0,31.26184167,34.80395
region_A_IMG_5520.jpg,0,31.26184722,34.80395833
region_A_IMG_5521.jpg,0,31.26182778,34.80394444
region_A_IMG_5522.jpg,0,31.26181667,34.80394722
region_A_IMG_5523.jpg,0,31.26186667,34.80395
region_A_IMG_5524.jpg,0,31.261875,34.80396389
region_A_IMG_5525.jpg,0,31.26184167,34.80394722
region_A_IMG_5526.jpg,0,31.26183056,34.80393611
region_A_IMG_5527.jpg,0,31.26183611,34.80394444
region_A_IMG_5528.jpg,0,31.26183056,34.80395833
region_A_IMG_5529.jpg,0,31.261825,34.80395
region_A_IMG_5530.jpg,0,31.26182222,34.80395556
region_A_IMG_5531.jpg,0,31.26183056,34.80394722
region_A_IMG_5532.jpg,0,31.261825,34.80393611
region_A_IMG_5533.jpg,0,31.26181111,34.80392778
region_A_IMG_5534.jpg,0,31.26179444,34.80388611
region_A_IMG_5535.jpg,0,31.26175278,34.80384722
