filename,region,latitude,longitude
region_B_IMG_20260111_153235.jpg,B,31.26183250,34.80349150
region_B_IMG_20260111_153239.jpg,B,31.26183250,34.80349150
region_B_IMG_20260111_153242.jpg,B,31.26183250,34.80349150
region_B_IMG_20260111_153245.jpg,B,31.26183250,34.80349150
region_B_IMG_20260111_153249.jpg,B,31.26183250,34.80349150
region_B_IMG_20260111_153252.jpg,B,31.26183400,34.80346550
region_B_IMG_20260111_153256.jpg,B,31.26183400,34.80346550
region_B_IMG_20260111_153259.jpg,B,31.26183400,34.80346550
region_B_IMG_20260111_153303.jpg,B,31.26183400,34.80346550
region_B_IMG_20260111_153306.jpg,B,31.26183400,34.80346550
region_B_IMG_20260111_153310.jpg,B,31.26183400,34.80346550
region_B_IMG_20260111_153313.jpg,B,31.26187970,34.80340650
region_B_IMG_20260111_153316.jpg,B,31.26187970,34.80340650
region_B_IMG_20260111_153319.jpg,B,31.26187970,34.80340650
region_B_IMG_20260111_153323.jpg,B,31.26187970,34.80340650
region_B_IMG_20260111_153328.jpg,B,31.26187970,34.80340650
region_B_IMG_20260111_153332.jpg,B,31.26187240,34.80348090
region_B_IMG_20260111_153334.jpg,B,31.26187240,34.80348090
region_B_IMG_20260111_153337.jpg,B,31.26187240,34.80348090
region_B_IMG_20260111_153341.jpg,B,31.26187240,34.80348090
region_B_IMG_20260111_153344.jpg,B,31.26187240,34.80348090
region_B_IMG_20260111_153347.jpg,B,31.26187240,34.80348090
region_B_IMG_20260111_153350.jpg,B,31.26187240,34.80348090
region_B_IMG_20260111_153353.jpg,B,31.26184810,34.80350050
region_B_IMG_20260111_153356.jpg,B,31.26184810,34.80350050
region_B_IMG_20260111_153359.jpg,B,31.26184810,34.80350050
region_B_IMG_20260111_153402.jpg,B,31.26184810,34.80350050
region_B_IMG_20260111_153405.jpg,B,31.26184810,34.80350050
region_B_IMG_20260111_153408.jpg,B,31.26184810,34.80350050
region_B_IMG_20260111_153425.jpg,B,31.26182460,34.80351580
region_B_IMG_20260111_153429.jpg,B,31.26182460,34.80351580
region_B_IMG_20260111_153431.jpg,B,31.26183730,34.80346530
region_B_IMG_20260111_153434.jpg,B,31.26183730,34.80346530
region_B_IMG_20260111_153437.jpg,B,31.26183730,34.80346530
region_B_IMG_20260111_153440.jpg,B,31.26183730,34.80346530
